CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36,CH37,CH38,CH39,CH40,CH41,CH42,CH43,CH44,CH45,CH46,CH47,CH48,CH49,CH50,CH51,CH52,CH53,CH54,CH55,CH56,CH57,CH58,CH59,CH60,CH61,CH62,CH63,CH64,Humidity,Temp
137315312,4368723,6563.2,6561.7,6563.8,5551.1,5550.2,5555.6,12662.2,12662.2,12662.8,5933.3,5932.2,5936.4,407,408,9083.9,8690.6,5038.9,5040.9,5039.3,55643.3,55649.9,55657.4,7501.5,7501.4,7501.6,4561.7,4559.4,4567.2,1901.4,1894.1,1920.1,861.6,2236.9,2231.6,2232.3,1200.2,1199.2,1200.8,3272.2,3268.3,3269.3,6363.8,6362.9,6366,3615,3613.5,177.1,167,8106.8,8105.5,8110.6,3236.9,3237.2,3239.2,4055.9,4055.3,4057.9,14920.9,14914.3,14915,167,167,34.16,27.83
105247080,4206069,6563,6561.9,6564.1,5553.1,5552.5,5557.6,12662.1,12661.6,12662.6,5933.8,5932.7,5936.7,407,408.1,9083.9,8690.8,5039,5040.5,5039.4,55641.3,55637.9,55637.7,7502.7,7501,7501.5,4561,4558.8,4566.6,1901.4,1894.1,1920.1,861.5,2236.7,2231.4,2232.3,1200.3,1199.2,1200.8,3272.4,3268.5,3269.2,6363.8,6362.6,6366.1,3617.3,3614.6,177.1,167,8105.6,8110.4,8115.1,3236.4,3237.9,3240.1,4056.7,4055.6,4057.3,14915.1,14925.1,14918,167,167,34.150002,27.82
177422880,4415983.5,6563.5,6562.5,6564.5,5550.3,5549.5,5553.8,12664.3,12661.4,12664.2,5933.8,5933.1,5936.3,407,408,9084.1,8690.8,5038.5,5041.1,5039.9,55649.9,55654.8,55650.8,7503,7500.7,7500.3,4561.4,4559.2,4566.9,1901.4,1894.1,1920.1,861.5,2236.6,2231.7,2232.5,1200.2,1199.2,1200.9,3272.1,3268.5,3269.3,6364.5,6362.5,6366.8,3617.1,3614.7,177.1,167,8105.2,8110.8,8115.8,3236.3,3238.7,3240.9,4054.2,4052.2,4055.7,14915.7,14907.3,14907.3,167,167,34.18,27.82
95848472,4326875.5,6564.3,6563.5,6565.3,5550,5548.7,5552.3,12663.7,12663,12664.8,5934.4,5932.9,5937.2,406.9,408,9084,8691.1,5038.5,5040.6,5039.1,55643.2,55650.6,55658.9,7502.5,7501.6,7501.1,4561.4,4559.6,4566.9,1901.3,1894.1,1920.1,861.6,2236.6,2231.5,2232.6,1200.2,1199.2,1200.9,3271.8,3268.1,3269.2,6363.5,6362.5,6365.6,3617.2,3615.1,177.1,167,8110.1,8114.3,8112.2,3236.3,3237.6,3239.6,4055.8,4056,4057.4,14918.5,14926.3,14912.7,167,167,34.189999,27.799999
155245024,4337399,6564.8,6563.9,6564.9,5549.7,5548.6,5553.1,12664.8,12664.9,12663.5,5934.6,5933.4,5937.3,407,408,9084.2,8691.1,5038.2,5040.7,5039.3,55637.3,55662.4,55644.5,7499.9,7499.5,7499.1,4561.1,4559,4567,1901.4,1894.1,1920.1,861.5,2236.4,2231.2,2232.4,1200.3,1199.1,1200.9,3272.1,3268.2,3269,6362.3,6362.1,6365,3615.5,3614.5,177.1,167,8107.2,8107.4,8112.2,3237.5,3238.5,3239.8,4055.3,4056.6,4056.2,14915.2,14908.4,14902.4,167,167,34.18,27.799999
122891440,4353798,6565.4,6564.5,6566,5551.3,5549.9,5554.7,12663,12661.3,12662.7,5935.1,5933.8,5937.4,407,408,9084.6,8690.8,5038.7,5040.9,5039.5,55649.1,55650.1,55649.3,7501.2,7501.1,7501.3,4561.2,4558.9,4566.6,1901.3,1894.1,1920.1,861.6,2236.6,2231.6,2232.5,1200.2,1199.1,1200.9,3272,3268,3269,6363.3,6363,6367,3617.1,3614.7,177.1,167,8105.1,8107.6,8109.5,3237.1,3237.9,3240,4056.5,4053.7,4057.5,14887,14896.2,14903.8,167,167,34.18,27.83
129473944,4175475.8,6565.5,6564.4,6566.4,5551.4,5549,5553.5,12664.3,12663.6,12663.3,5934.9,5934.4,5938,406.9,408,9084.2,8690.6,5038.5,5040.4,5039.2,55646.1,55641.5,55638.7,7500.4,7499.5,7498.7,4561.5,4559.3,4566.6,1901.3,1894,1920.1,861.6,2236.6,2231.3,2232.2,1200.2,1199.1,1200.9,3272.1,3268.3,3268.7,6363.1,6362.4,6365.8,3617.5,3615.3,177.1,167,8107,8110.3,8109.2,3236.5,3238.1,3239.7,4055,4055.8,4056.5,14929.3,14921.7,14927.1,167,167,34.209999,27.799999
186175440,4233250.5,6567.6,6565.1,6567.1,5552.6,5551.6,5556.6,12666.1,12665.2,12666.3,5935.4,5934.2,5937.9,407,408,9084,8690.5,5038.4,5040.9,5039.3,55653.2,55650.1,55645,7498.9,7501.3,7499.1,4560.7,4558.6,4566.3,1901.3,1894.1,1920.3,861.5,2236.5,2231.3,2232.1,1200.1,1199.1,1200.9,3271.8,3268.2,3269,6362.8,6361.4,6364.6,3617.2,3615.1,177.1,167,8105.4,8108.5,8110.8,3237.2,3238.4,3240.5,4054.4,4053.2,4056,14921.1,14926.3,14931.3,167,167,34.169998,27.85
103790496,4153595.2,6566.9,6565.7,6567.7,5555.9,5554.3,5558.7,12665.5,12663.7,12664.4,5936,5934.1,5938.6,407,408.1,9083.6,8691,5038.6,5040.3,5038.8,55635.3,55638.9,55644.5,7501.9,7501.2,7500.3,4561.3,4559.3,4566.7,1901.4,1894.1,1920.1,861.5,2236.4,2231.2,2232.1,1200.1,1199.1,1200.9,3271.6,3267.8,3268.7,6362.2,6360.9,6364.8,3617.6,3615.3,177.1,167,8101.9,8108.6,8106.6,3237.3,3238.4,3239.9,4056.2,4056.7,4058.2,14895.2,14891,14900,167,167,34.139999,27.799999
180099536,4139632.8,6566.9,6565.3,6567.7,5550.2,5548.9,5554.8,12666.7,12666.8,12667.1,5935.6,5934.2,5938.1,407,408,9084.1,8690.6,5038.9,5041.2,5040,55685.9,55648.8,55635.9,7501.5,7500.8,7499.1,4561.1,4559.3,4566.1,1901.2,1894.1,1920.2,861.5,2236.7,2231.6,2232.2,1200.2,1199.1,1200.8,3272,3268.4,3269,6361.3,6360.3,6362.8,3617.5,3615.1,177.1,167,8104.7,8107.9,8112.5,3237.7,3239,3241.1,4057.9,4056.3,4057.8,14897.9,14908.5,14906.9,167,167,34.080002,27.799999
133705888,4196443.5,6567.1,6566,6568.1,5551.6,5550.1,5557.1,12664.4,12663,12663.5,5935.9,5934.1,5938.6,406.9,408,9084.8,8691,5038.6,5040.9,5039.4,55646.5,55648.6,55645.8,7503.4,7501.6,7500.6,4560.6,4558.7,4566.3,1901.3,1894.1,1920.1,861.6,2236.6,2231.6,2232.5,1200.1,1199.1,1200.8,3271.4,3267.9,3268.6,6360.6,6359.8,6363.4,3617.6,3615.4,177.1,167,8104.3,8105,8107.1,3238.1,3239.2,3240.4,4054.2,4054.8,4056.7,14914.3,14912,14921.8,167,167,34.150002,27.83
103113560,4295768,6567.5,6566.2,6568.1,5552.1,5552.5,5558.1,12666.2,12666,12665.8,5935.4,5934.5,5938.3,407,408.1,9084.3,8690.7,5039,5041.4,5040.1,55626.3,55635.3,55644.3,7501.6,7501.5,7500.7,4560.6,4558.6,4566,1901.4,1894.1,1920.1,861.6,2236.4,2231.3,2232.3,1200,1199,1200.6,3271.6,3267.7,3268.5,6360.2,6359.6,6363,3617.8,3615.9,177.1,167,8106.6,8106.9,8111.2,3238,3238.5,3240.8,4056.7,4057.1,4057.8,14924.6,14921.1,14907.1,167,167,34.110001,27.83
182858176,4039857.5,6567.2,6566.3,6568,5554.3,5552.7,5557.8,12668.3,12666.7,12666.8,5936.2,5934.6,5938.9,407,408,9084.5,8690.6,5039,5040.5,5039.3,55647.9,55634.1,55638.5,7500.8,7499.6,7498.9,4560,4558.6,4565.9,1901.3,1894.1,1920.2,861.6,2236.4,2231.3,2232.1,1200,1199,1200.7,3271.2,3267.6,3268.5,6359,6358.4,6361.1,3616.9,3614.7,177.1,167,8113.8,8116.4,8114.8,3236.6,3239.2,3241.1,4056.2,4055.6,4058,14916.3,14911.2,14906.6,167,167,34.080002,27.82
125717448,4228385.5,6568.4,6567.6,6568.9,5553.1,5551.7,5556.5,12667.5,12665.9,12668.1,5936,5935.3,5939.6,407,408,9084.1,8690.4,5039,5041.1,5039.3,55624.8,55639.2,55642.1,7499.4,7499.5,7499.8,4560.9,4558.9,4566.1,1901.4,1894,1920.1,861.6,2236.1,2231,2231.7,1199.9,1198.9,1200.7,3271.3,3268,3268.1,6359.6,6358.3,6360.1,3617.7,3615.1,177.1,167,8112.7,8115.1,8115.6,3239.1,3240.2,3241.6,4056.9,4056.9,4059,14914.8,14908,14920.4,167,167,34.049999,27.82
121740544,4258118.5,6567.9,6566.8,6569,5552.6,5551.8,5556,12668.7,12666.5,12666.3,5936,5935.2,5938.9,407,408.1,9083.9,8691.1,5038.9,5041.1,5039,55632.2,55635.6,55633.2,7498.3,7497.9,7497.9,4560.4,4558.7,4565.8,1901.4,1894.2,1920.2,861.6,2236.5,2231.4,2232.3,1199.9,1198.9,1200.5,3271.3,3267.3,3268,6358.4,6357.3,6361.6,3616.9,3614.7,177.1,167,8107.6,8110,8113.5,3238.2,3238.8,3240.8,4054.1,4054.3,4059.6,14926.2,14917.8,14931,167,167,34.009998,27.83
202549616,4319431.5,6568.3,6566.5,6568.6,5552.7,5551.7,5558.5,12665.7,12665.7,12667.5,5936,5935.8,5938.9,407,408.1,9083.9,8690.6,5038.7,5041,5039.5,55646.9,55639.2,55637.4,7498.8,7498.9,7498.6,4560.6,4558.5,4565.8,1901.3,1894.1,1920.2,861.6,2236.2,2230.8,2232.1,1199.9,1198.8,1200.5,3270.7,3267.3,3268.2,6358.5,6357.2,6359.3,3617.4,3615,177.1,167,8113,8119,8115,3238.4,3239.1,3241,4054.9,4054.6,4058,14918.1,14923.2,14912.6,167,167,34.07,27.799999
107451000,4187581.5,6569.2,6567,6569.3,5555.6,5552.6,5556.9,12668.5,12667.8,12667.6,5936.1,5935.2,5939.5,407,408,9084.1,8690.8,5038.1,5040.5,5039,55632.5,55631.5,55641.8,7499.4,7499.3,7497.2,4560.7,4558.2,4565.6,1901.4,1894.1,1920.1,861.5,2236.2,2231,2231.6,1199.9,1198.8,1200.6,3270.7,3267.2,3267.9,6357.4,6356.3,6359.4,3617.4,3614.8,177.1,167,8106.2,8106.2,8111,3237.1,3238.7,3240.9,4055.6,4055.4,4058.9,14921.6,14908.2,14906.9,167,167,34.080002,27.82
141534784,4285476.5,6568.6,6567.5,6569.3,5552.9,5552.5,5557.1,12669.2,12667.8,12668.8,5936.7,5935.5,5938.9,407,408,9084,8691,5038.2,5040.7,5039.3,55631.1,55630.4,55638.2,7498.2,7498,7497.4,4560.3,4558.5,4565.5,1901.3,1894.1,1920.1,861.6,2236.1,2231.1,2232.2,1199.8,1198.7,1200.5,3270.7,3267.3,3267.9,6356.6,6355.7,6359.3,3617.1,3614.7,177.1,167,8104.2,8105.7,8109.7,3237.6,3239.1,3240.8,4055.3,4055.4,4056.9,14912.6,14911.5,14915.7,167,167,34.049999,27.799999
157121488,4239294.5,6569.3,6567.7,6570.2,5555,5553.1,5555.3,12668.5,12666.2,12667.1,5936.5,5935.4,5939.6,407,408,9084,8690.2,5038.8,5041.1,5039.3,55635.8,55648.1,55639.6,7498.4,7496.1,7497.5,4559.6,4557.8,4565.3,1901.4,1894,1920,861.5,2236.1,2230.8,2232,1199.8,1198.7,1200.5,3270.6,3267.1,3267.5,6356,6355.1,6358.1,3617.6,3615.1,177.1,167,8108.5,8109.7,8118.2,3238.5,3238.8,3240,4055.4,4056.1,4057.3,14914.6,14913.6,14920.9,167,167,34.099998,27.82
101134736,4328732.5,6568.2,6567.8,6570,5554.1,5552.6,5557.5,12666.5,12665.4,12666.3,5936.3,5935.5,5939.9,406.9,408,9084.3,8690.5,5038.8,5040.8,5039.3,55624.2,55637.2,55624.8,7498.6,7499.2,7497.2,4559.8,4557.3,4565,1901.3,1894.1,1920,861.6,2235.8,2230.8,2231.6,1199.8,1198.7,1200.4,3270.6,3266.8,3267.8,6354.4,6354.6,6357.4,3617.7,3615.4,177.1,167,8113.9,8113.9,8119.5,3237.7,3238.9,3241.3,4056.8,4056.4,4059.4,14939.1,14949.8,14938.2,167,167,34.040001,27.83
152731936,4344646.5,6569.4,6567.7,6570.2,5554.3,5556.6,5558.2,12666.3,12664.8,12666.6,5936.9,5936.1,5939.7,406.9,408,9083.2,8690.9,5038.6,5040.9,5039.1,55635.9,55624.1,55627.5,7499.2,7497.2,7497.1,4560,4557.8,4565.2,1901.4,1894.2,1920,861.5,2236.1,2230.9,2231.8,1199.7,1198.7,1200.4,3270.2,3266.8,3267.6,6353.6,6353.3,6356.5,3617.8,3615.9,177.1,167,8102.8,8108.1,8109.7,3237.1,3239,3241.8,4056.3,4054.6,4057,14929.6,14928.4,14926.4,167,167,34.080002,27.82
129588672,4253938,6569.7,6568.7,6570.6,5553.7,5553.6,5557.9,12665.6,12664.6,12668.4,5937.4,5936.1,5939.6,406.9,408,9084.5,8691,5038.6,5040.6,5038.9,55635.5,55646.2,55651.5,7498.5,7496.9,7496.1,4559.6,4557.8,4565.2,1901.4,1894.1,1920.1,861.6,2236.3,2231.1,2231.9,1199.8,1198.7,1200.3,3270.5,3267,3267.5,6353.9,6353.5,6356.4,3618.8,3616.5,177.1,167,8106.2,8113.1,8115.9,3236.9,3238.4,3241.1,4058,4055.5,4059.2,14917.2,14916.3,14920.1,167,167,34.080002,27.799999
102589144,4235273.5,6570.2,6569.1,6570.6,5552.9,5552.7,5556.6,12667.6,12664,12666.4,5937.2,5936.3,5939.3,406.9,408,9083.9,8691.1,5038,5040.5,5039.3,55629.4,55630.6,55644.7,7496.8,7495.3,7495.5,4559.6,4557.7,4565,1901.3,1894.1,1920.1,861.5,2236,2230.8,2232,1199.8,1198.7,1200.5,3270.2,3266.8,3267.6,6353.9,6353.7,6356.4,3618.7,3616.2,177.1,167,8109,8109.8,8108.8,3238,3239.2,3240.4,4057.2,4057.2,4059.4,14932.4,14931.3,14934.4,167,167,34.099998,27.790001
